CybORG v2.1, Scenario2, Commit Hash: 9421c8e985627810c5cac2abf0bcb62dfa6749fc
author: d, team: d, technique: d
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -163.75699999999995, standard deviation 80.8954634767062
actions: [('Analyse Enterprise0', 'DiscoverRemoteSystems 10.0.158.176/28'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.158.182'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.158.182'), ('DecoyApache Op_Host1', 'PrivilegeEscalate User1'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.180.247'), ('Analyse User2', 'ExploitRemoteService 10.0.180.247'), ('DecoyApache User3', 'ExploitRemoteService 10.0.158.182'), ('DecoyFemitter User4', 'PrivilegeEscalate User1'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.180.247'), ('DecoyApache User2', 'ExploitRemoteService 10.0.180.247'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter Enterprise0', 'DiscoverRemoteSystems 10.0.180.240/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.180.245'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.180.245'), ('Remove Op_Host1', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.225.69'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.225.69'), ('Sleep', 'PrivilegeEscalate Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0')], total reward: -171.79999999999995
actions: [('DecoyFemitter Op_Server0', 'DiscoverRemoteSystems 10.0.43.224/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.43.228'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.43.228'), ('DecoyApache Op_Host0', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.228.70'), ('DecoyApache User0', 'ExploitRemoteService 10.0.228.70'), ('Remove Op_Host1', 'PrivilegeEscalate Enterprise0'), ('DecoyApache User1', 'DiscoverRemoteSystems 10.0.228.64/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.228.75'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.228.75'), ('Remove User0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.48.148'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.48.148'), ('Analyse User0', 'ExploitRemoteService 10.0.228.75'), ('DecoyFemitter User1', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.48.148'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.48.148'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.228.75'), ('Analyse Op_Host1', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.48.148'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.48.148'), ('Analyse Defender', 'ExploitRemoteService 10.0.228.75'), ('Monitor', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.48.148'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.48.148'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.228.75'), ('Analyse User1', 'ExploitRemoteService 10.0.228.70'), ('DecoyApache Op_Host1', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Enterprise2', 'DiscoverRemoteSystems 10.0.228.64/28'), ('Remove User1', 'DiscoverNetworkServices 10.0.228.75')], total reward: -46.80000000000002
actions: [('Analyse Enterprise1', 'DiscoverRemoteSystems 10.0.13.112/28'), ('Remove User2', 'DiscoverNetworkServices 10.0.13.114'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.13.114'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.13.114'), ('Remove Enterprise0', 'PrivilegeEscalate User3'), ('Analyse User2', 'DiscoverNetworkServices 10.0.115.238'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.115.238'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Enterprise1', 'DiscoverRemoteSystems 10.0.115.224/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.115.229'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.115.229'), ('DecoyApache Enterprise1', 'PrivilegeEscalate Enterprise2'), ('Sleep', 'DiscoverNetworkServices 10.0.198.71'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.198.71'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0')], total reward: -210.69999999999993
actions: [('Remove User1', 'DiscoverRemoteSystems 10.0.49.160/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.49.172'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.49.172'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User1'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.90.85'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.90.85'), ('Analyse Op_Server0', 'PrivilegeEscalate Enterprise1'), ('Monitor', 'DiscoverRemoteSystems 10.0.90.80/28'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.90.87'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.90.87'), ('Remove User1', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.165.229'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.165.229'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.90.87'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.90.85'), ('Remove Op_Host2', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Defender', 'DiscoverRemoteSystems 10.0.90.80/28'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.90.87'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.90.87'), ('Analyse User0', 'ExploitRemoteService 10.0.90.85'), ('Analyse User4', 'PrivilegeEscalate Enterprise1'), ('Analyse User3', 'DiscoverRemoteSystems 10.0.90.80/28'), ('Remove Defender', 'DiscoverNetworkServices 10.0.90.87'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.90.87'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.90.85'), ('Analyse User4', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Op_Host0', 'DiscoverRemoteSystems 10.0.90.80/28'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.90.87'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.90.87'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.90.85')], total reward: -46.80000000000002
actions: [('Analyse Enterprise0', 'DiscoverRemoteSystems 10.0.175.224/28'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.175.230'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.175.230'), ('Remove Defender', 'PrivilegeEscalate User4'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.34.235'), ('Analyse User0', 'ExploitRemoteService 10.0.34.235'), ('DecoyApache Op_Host1', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'DiscoverRemoteSystems 10.0.34.224/28'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.34.228'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.34.228'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.196.226'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.196.226'), ('DecoyApache Op_Host0', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyApache Op_Host1', 'DiscoverRemoteSystems 10.0.211.240/28'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.211.241'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.211.241'), ('Remove User4', 'ExploitRemoteService 10.0.211.241'), ('DecoyFemitter User0', 'PrivilegeEscalate User3'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.158.102'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.158.102'), ('DecoyApache User3', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter Enterprise0', 'DiscoverRemoteSystems 10.0.158.96/28'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.158.105'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.158.105'), ('DecoyApache Op_Host2', 'PrivilegeEscalate Enterprise2'), ('Sleep', 'DiscoverNetworkServices 10.0.117.4'), ('DecoyApache User1', 'ExploitRemoteService 10.0.117.4'), ('Remove Op_Server0', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0')], total reward: -210.59999999999994
actions: [('Analyse Enterprise0', 'DiscoverRemoteSystems 10.0.110.80/28'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.110.84'), ('Remove User0', 'ExploitRemoteService 10.0.110.84'), ('Analyse Enterprise2', 'PrivilegeEscalate User1'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.98.101'), ('Analyse User0', 'ExploitRemoteService 10.0.98.101'), ('DecoyApache Op_Host2', 'PrivilegeEscalate Enterprise1'), ('DecoyApache User1', 'DiscoverRemoteSystems 10.0.98.96/28'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.98.110'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.98.110'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.98.101'), ('Remove User0', 'PrivilegeEscalate Enterprise1'), ('DecoyApache User2', 'DiscoverRemoteSystems 10.0.98.96/28'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.98.110'), ('Analyse User2', 'ExploitRemoteService 10.0.98.110'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.98.101'), ('Analyse Op_Server0', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise1', 'DiscoverRemoteSystems 10.0.98.96/28'), ('DecoyApache Enterprise1', 'DiscoverNetworkServices 10.0.98.110'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.98.110'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.98.101'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Enterprise2', 'DiscoverRemoteSystems 10.0.98.96/28'), ('Remove User2', 'DiscoverNetworkServices 10.0.98.110'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.98.110'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.98.101'), ('Analyse Op_Host2', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Op_Host1', 'DiscoverRemoteSystems 10.0.98.96/28'), ('DecoyFemitter User0', 'DiscoverNetworkServices 10.0.98.110'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.98.110')], total reward: -26.80000000000001
actions: [('DecoyFemitter Op_Host1', 'DiscoverRemoteSystems 10.0.79.240/28'), ('DecoyFemitter Op_Host0', 'DiscoverNetworkServices 10.0.79.248'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.79.248'), ('DecoyApache User0', 'PrivilegeEscalate User2'), ('Remove User4', 'DiscoverNetworkServices 10.0.103.145'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.103.145'), ('Remove Op_Host2', 'PrivilegeEscalate Enterprise1'), ('Remove Enterprise0', 'DiscoverRemoteSystems 10.0.103.144/28'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.103.157'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.103.157'), ('Analyse User2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.124.6'), ('Analyse User4', 'ExploitRemoteService 10.0.124.6'), ('Remove Op_Host2', 'PrivilegeEscalate Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.85.144/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.85.156'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.85.156'), ('Remove Enterprise1', 'PrivilegeEscalate User2'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.232.78'), ('Sleep', 'ExploitRemoteService 10.0.232.78'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.85.156'), ('DecoyFemitter Enterprise0', 'PrivilegeEscalate User2'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.232.78'), ('Remove User2', 'ExploitRemoteService 10.0.232.78'), ('DecoyFemitter User1', 'PrivilegeEscalate Enterprise1'), ('Remove User3', 'DiscoverRemoteSystems 10.0.232.64/28'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.232.73'), ('DecoyApache User0', 'ExploitRemoteService 10.0.232.73'), ('DecoyFemitter Op_Host1', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.91.197'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.91.197'), ('Analyse Enterprise1', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0')], total reward: -171.79999999999995
actions: [('DecoyFemitter Op_Server0', 'DiscoverRemoteSystems 10.0.18.48/28'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.18.56'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.18.56'), ('Remove Op_Host2', 'PrivilegeEscalate User4'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.127.38'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.127.38'), ('DecoyApache User2', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Host0', 'DiscoverRemoteSystems 10.0.127.32/28'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.127.37'), ('Analyse User4', 'ExploitRemoteService 10.0.127.37'), ('Remove Defender', 'ExploitRemoteService 10.0.127.38'), ('DecoyApache Enterprise1', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Op_Host2', 'DiscoverRemoteSystems 10.0.127.32/28'), ('Remove User3', 'DiscoverNetworkServices 10.0.127.37'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.127.37'), ('DecoyApache Defender', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.229.29'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.229.29'), ('DecoyFemitter Op_Host2', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0')], total reward: -163.69999999999996
actions: [('Analyse User1', 'DiscoverRemoteSystems 10.0.169.0/28'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.169.9'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.169.9'), ('Monitor', 'PrivilegeEscalate User4'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.116.119'), ('DecoyApache User2', 'ExploitRemoteService 10.0.116.119'), ('DecoyFemitter User2', 'PrivilegeEscalate Enterprise0'), ('Analyse User4', 'DiscoverRemoteSystems 10.0.116.112/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.116.120'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.116.120'), ('Remove User2', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.228.13'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.228.13'), ('DecoyFemitter User3', 'PrivilegeEscalate Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyFemitter User2', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Enterprise0', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Remove Enterprise1', 'DiscoverRemoteSystems 10.0.52.128/28'), ('DecoyApache User1', 'DiscoverNetworkServices 10.0.52.137'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.52.137'), ('Analyse Enterprise0', 'PrivilegeEscalate User4'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.183.232'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.183.232'), ('DecoyFemitter User3', 'PrivilegeEscalate Enterprise0'), ('Analyse User3', 'DiscoverRemoteSystems 10.0.183.224/28'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.183.230'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.183.230'), ('Analyse Defender', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.252.27'), ('Analyse User1', 'ExploitRemoteService 10.0.252.27'), ('Remove Enterprise2', 'PrivilegeEscalate Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyFemitter User4', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyApache Op_Host0', 'DiscoverRemoteSystems 10.0.42.224/28'), ('Remove User4', 'DiscoverNetworkServices 10.0.42.230'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.42.230'), ('DecoyFemitter User2', 'PrivilegeEscalate User4'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.28.162'), ('Remove User1', 'ExploitRemoteService 10.0.28.162'), ('Analyse User2', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Enterprise1', 'DiscoverRemoteSystems 10.0.28.160/28'), ('Analyse User0', 'DiscoverNetworkServices 10.0.28.165'), ('Analyse Defender', 'ExploitRemoteService 10.0.28.165'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.28.162'), ('DecoyApache User0', 'PrivilegeEscalate Enterprise0'), ('Remove Enterprise0', 'DiscoverRemoteSystems 10.0.28.160/28'), ('Sleep', 'DiscoverNetworkServices 10.0.28.165'), ('Analyse User3', 'ExploitRemoteService 10.0.28.165'), ('Analyse User4', 'ExploitRemoteService 10.0.28.162'), ('Analyse User2', 'PrivilegeEscalate Enterprise0'), ('Analyse Enterprise1', 'DiscoverRemoteSystems 10.0.28.160/28'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.28.165'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.28.165'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.28.162'), ('DecoyFemitter User4', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Enterprise1', 'DiscoverRemoteSystems 10.0.28.160/28'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.28.165'), ('DecoyApache User0', 'ExploitRemoteService 10.0.28.165'), ('DecoyApache User2', 'ExploitRemoteService 10.0.28.162'), ('DecoyFemitter User3', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Enterprise0', 'DiscoverRemoteSystems 10.0.28.160/28'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.28.165'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.28.165')], total reward: -26.80000000000001
actions: [('DecoyApache Enterprise1', 'DiscoverRemoteSystems 10.0.55.240/28'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.55.252'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.55.252'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate User4'), ('DecoyApache Enterprise1', 'DiscoverNetworkServices 10.0.148.177'), ('DecoyApache User0', 'ExploitRemoteService 10.0.148.177'), ('DecoyFemitter Enterprise0', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter Op_Host0', 'DiscoverRemoteSystems 10.0.148.176/28'), ('Remove User1', 'DiscoverNetworkServices 10.0.148.183'), ('DecoyApache Enterprise1', 'ExploitRemoteService 10.0.148.183'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.148.183'), ('DecoyFemitter Defender', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.73.4'), ('Remove User4', 'ExploitRemoteService 10.0.73.4'), ('Analyse Op_Server0', 'PrivilegeEscalate Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0')], total reward: -199.79999999999995
