CybORG v2.1, Scenario2, Commit Hash: 9421c8e985627810c5cac2abf0bcb62dfa6749fc
author: d, team: d, technique: d
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -166.24299999999994, standard deviation 83.79986892181351
actions: [('Analyse User3', 'DiscoverRemoteSystems 10.0.172.112/28'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.172.120'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.172.120'), ('Remove User2', 'PrivilegeEscalate User4'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.29.65'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.29.65'), ('Analyse User1', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Host2', 'DiscoverRemoteSystems 10.0.29.64/28'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.29.75'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.29.75'), ('DecoyFemitter User3', 'PrivilegeEscalate Enterprise2'), ('Remove Defender', 'DiscoverNetworkServices 10.0.56.133'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.56.133'), ('Remove Op_Server0', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyFemitter User1', 'DiscoverRemoteSystems 10.0.49.208/28'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.49.214'), ('Analyse Defender', 'ExploitRemoteService 10.0.49.214'), ('Analyse User1', 'PrivilegeEscalate User1'), ('Remove User2', 'DiscoverNetworkServices 10.0.103.218'), ('Remove Defender', 'ExploitRemoteService 10.0.103.218'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate Enterprise1'), ('Analyse User3', 'DiscoverRemoteSystems 10.0.103.208/28'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.103.212'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.103.212'), ('Analyse Enterprise0', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.248.131'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.248.131'), ('Remove User2', 'PrivilegeEscalate Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.195.80/28'), ('DecoyFemitter User4', 'DiscoverNetworkServices 10.0.195.92'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.195.92'), ('DecoyFemitter Op_Host2', 'PrivilegeEscalate User2'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.213.198'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.213.198'), ('DecoyFemitter User2', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'DiscoverRemoteSystems 10.0.213.192/28'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.213.196'), ('Monitor', 'ExploitRemoteService 10.0.213.196'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.213.198'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter User3', 'DiscoverRemoteSystems 10.0.213.192/28'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.213.196'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.213.196'), ('Analyse User3', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.32.215'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.32.215'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.213.196'), ('DecoyApache Op_Host1', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.32.215'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.32.215'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.213.196'), ('DecoyApache User2', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.32.215'), ('Analyse User3', 'ExploitRemoteService 10.0.32.215'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.213.196'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.213.198'), ('Remove Op_Host1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'DiscoverRemoteSystems 10.0.213.192/28')], total reward: -41.80000000000001
actions: [('DecoyApache Enterprise2', 'DiscoverRemoteSystems 10.0.15.128/28'), ('Analyse User3', 'DiscoverNetworkServices 10.0.15.130'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.15.130'), ('Remove User2', 'PrivilegeEscalate User4'), ('Remove User4', 'DiscoverNetworkServices 10.0.108.78'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.108.78'), ('DecoyApache Defender', 'PrivilegeEscalate Enterprise0'), ('DecoyApache User1', 'DiscoverRemoteSystems 10.0.108.64/28'), ('Remove User4', 'DiscoverNetworkServices 10.0.108.66'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.108.66'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.108.78'), ('DecoyFemitter User3', 'PrivilegeEscalate Enterprise0'), ('Remove User3', 'DiscoverRemoteSystems 10.0.108.64/28'), ('DecoyApache Enterprise2', 'DiscoverNetworkServices 10.0.108.66'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.108.66'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.108.78'), ('DecoyApache Defender', 'PrivilegeEscalate Enterprise0'), ('Sleep', 'DiscoverRemoteSystems 10.0.108.64/28'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.108.66'), ('Remove Defender', 'ExploitRemoteService 10.0.108.66'), ('DecoyApache User3', 'ExploitRemoteService 10.0.108.78'), ('Remove User3', 'PrivilegeEscalate Enterprise0'), ('DecoyApache User0', 'DiscoverRemoteSystems 10.0.108.64/28'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.108.66'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.108.66'), ('Remove User0', 'ExploitRemoteService 10.0.108.78'), ('Remove User4', 'PrivilegeEscalate Enterprise0'), ('Remove Op_Host0', 'DiscoverRemoteSystems 10.0.108.64/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.108.66'), ('DecoyApache User0', 'ExploitRemoteService 10.0.108.66')], total reward: -26.80000000000001
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.2.224/28'), ('DecoyApache User1', 'DiscoverNetworkServices 10.0.2.234'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.2.234'), ('DecoyFemitter User2', 'PrivilegeEscalate User4'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.41.45'), ('Sleep', 'ExploitRemoteService 10.0.41.45'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Enterprise2', 'DiscoverRemoteSystems 10.0.41.32/28'), ('Remove User2', 'DiscoverNetworkServices 10.0.41.40'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.41.40'), ('Analyse User0', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.233.119'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.233.119'), ('Sleep', 'ExploitRemoteService 10.0.41.40'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter User4', 'DiscoverNetworkServices 10.0.233.119'), ('Analyse User1', 'ExploitRemoteService 10.0.233.119'), ('Analyse User1', 'ExploitRemoteService 10.0.41.40'), ('DecoyApache User4', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.233.119'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.233.119'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.41.40'), ('DecoyApache User1', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host0', 'DiscoverNetworkServices 10.0.233.119'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.233.119'), ('DecoyApache Enterprise1', 'ExploitRemoteService 10.0.41.40'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.233.119'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.233.119'), ('Remove User4', 'ExploitRemoteService 10.0.41.40')], total reward: -46.80000000000002
actions: [('DecoyApache Op_Host0', 'DiscoverRemoteSystems 10.0.97.48/28'), ('Remove User0', 'DiscoverNetworkServices 10.0.97.62'), ('Analyse User4', 'ExploitRemoteService 10.0.97.62'), ('DecoyApache User2', 'PrivilegeEscalate User2'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.227.33'), ('Remove Defender', 'ExploitRemoteService 10.0.227.33'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.97.62'), ('DecoyFemitter User1', 'PrivilegeEscalate User2'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.227.33'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.227.33'), ('DecoyApache Op_Host0', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'DiscoverRemoteSystems 10.0.227.32/28'), ('Remove User4', 'DiscoverNetworkServices 10.0.227.38'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.227.38'), ('Remove User4', 'PrivilegeEscalate Enterprise2'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.4.211'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.4.211'), ('Remove User1', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0')], total reward: -171.79999999999995
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.79.80/28'), ('Analyse User4', 'DiscoverNetworkServices 10.0.79.87'), ('DecoyApache User1', 'ExploitRemoteService 10.0.79.87'), ('Analyse Op_Host1', 'PrivilegeEscalate User1'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.127.195'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.127.195'), ('Remove Defender', 'ExploitRemoteService 10.0.79.87'), ('DecoyFemitter User3', 'PrivilegeEscalate User1'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.127.195'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.127.195'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.79.87'), ('Remove Enterprise2', 'PrivilegeEscalate User1'), ('Monitor', 'DiscoverNetworkServices 10.0.127.195'), ('Analyse User1', 'ExploitRemoteService 10.0.127.195'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.79.87'), ('DecoyFemitter Enterprise0', 'PrivilegeEscalate User1'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.127.195'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.127.195'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.79.87'), ('DecoyApache User4', 'PrivilegeEscalate User1'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.127.195'), ('Remove User2', 'ExploitRemoteService 10.0.127.195'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.79.87'), ('Remove User2', 'PrivilegeEscalate User1'), ('Remove User1', 'DiscoverNetworkServices 10.0.127.195'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.127.195'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.79.87'), ('Analyse User1', 'PrivilegeEscalate User1'), ('Analyse User3', 'DiscoverNetworkServices 10.0.127.195'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.127.195')], total reward: -2.800000000000001
actions: [('Remove Enterprise0', 'DiscoverRemoteSystems 10.0.235.128/28'), ('Remove Defender', 'DiscoverNetworkServices 10.0.235.133'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.235.133'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User3'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.123.197'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.123.197'), ('Remove User2', 'ExploitRemoteService 10.0.235.133'), ('DecoyFemitter User3', 'PrivilegeEscalate User3'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.123.197'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.123.197'), ('Remove User3', 'ExploitRemoteService 10.0.235.133'), ('DecoyApache Op_Host1', 'PrivilegeEscalate User3'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.123.197'), ('Analyse User1', 'ExploitRemoteService 10.0.123.197'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.235.133'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User3'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.123.197'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.123.197'), ('Analyse User2', 'PrivilegeEscalate Enterprise0'), ('Remove Enterprise2', 'DiscoverRemoteSystems 10.0.123.192/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.123.201'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.123.201'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.123.197'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.235.133'), ('Remove User2', 'PrivilegeEscalate User3'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.123.197'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.123.197'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.235.133'), ('Remove Op_Server0', 'PrivilegeEscalate User3'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.123.197')], total reward: -14.799999999999997
actions: [('DecoyApache User3', 'DiscoverRemoteSystems 10.0.86.80/28'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.86.85'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.86.85'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate User2'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.158.213'), ('DecoyApache User4', 'ExploitRemoteService 10.0.158.213'), ('DecoyApache Defender', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host1', 'DiscoverRemoteSystems 10.0.158.208/28'), ('Remove User2', 'DiscoverNetworkServices 10.0.158.222'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.158.222'), ('DecoyFemitter User2', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter User0', 'DiscoverNetworkServices 10.0.17.117'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.17.117'), ('Sleep', 'PrivilegeEscalate Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0')], total reward: -223.69999999999993
actions: [('Analyse Defender', 'DiscoverRemoteSystems 10.0.138.192/28'), ('Remove User1', 'DiscoverNetworkServices 10.0.138.194'), ('DecoyApache User0', 'ExploitRemoteService 10.0.138.194'), ('DecoyFemitter Defender', 'PrivilegeEscalate User3'), ('DecoyFemitter Op_Host0', 'DiscoverNetworkServices 10.0.245.229'), ('Sleep', 'ExploitRemoteService 10.0.245.229'), ('Remove User2', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Op_Host0', 'DiscoverRemoteSystems 10.0.245.224/28'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.245.235'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.245.235'), ('DecoyFemitter User2', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.170.165'), ('DecoyApache User4', 'ExploitRemoteService 10.0.170.165'), ('Analyse Defender', 'PrivilegeEscalate Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('DecoyFemitter User4', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyApache Op_Host2', 'DiscoverRemoteSystems 10.0.244.80/28'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.244.84'), ('Analyse User1', 'ExploitRemoteService 10.0.244.84'), ('DecoyApache User4', 'PrivilegeEscalate User3'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.96.131'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.96.131'), ('DecoyFemitter Op_Host1', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.96.128/28'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.96.139'), ('Remove User0', 'ExploitRemoteService 10.0.96.139'), ('DecoyFemitter Op_Host2', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.104.46'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.104.46'), ('DecoyFemitter User2', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter Enterprise0', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.41.32/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.41.38'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.41.38'), ('Remove Op_Server0', 'PrivilegeEscalate User2'), ('DecoyFemitter User3', 'DiscoverNetworkServices 10.0.223.187'), ('Analyse User4', 'ExploitRemoteService 10.0.223.187'), ('Analyse Enterprise0', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter Op_Server0', 'DiscoverRemoteSystems 10.0.223.176/28'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.223.183'), ('DecoyApache User4', 'ExploitRemoteService 10.0.223.183'), ('DecoyApache Enterprise0', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.26.84'), ('Analyse User2', 'ExploitRemoteService 10.0.26.84'), ('Remove Defender', 'PrivilegeEscalate Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyFemitter Enterprise0', 'DiscoverRemoteSystems 10.0.245.208/28'), ('DecoyFemitter Op_Host0', 'DiscoverNetworkServices 10.0.245.212'), ('DecoyApache User2', 'ExploitRemoteService 10.0.245.212'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate User1'), ('Monitor', 'DiscoverNetworkServices 10.0.121.60'), ('DecoyApache User1', 'ExploitRemoteService 10.0.121.60'), ('DecoyApache User0', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter User1', 'DiscoverRemoteSystems 10.0.121.48/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.121.54'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.121.54'), ('Remove Op_Host1', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.141.69'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.141.69'), ('Analyse User4', 'PrivilegeEscalate Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyApache Op_Host2', 'DiscoverRemoteSystems 10.0.184.176/28'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.184.187'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.184.187'), ('DecoyApache Enterprise1', 'PrivilegeEscalate User4'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.154.89'), ('Remove User0', 'ExploitRemoteService 10.0.154.89'), ('Analyse User0', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter User0', 'DiscoverRemoteSystems 10.0.154.80/28'), ('Remove User0', 'DiscoverNetworkServices 10.0.154.83'), ('Remove User3', 'ExploitRemoteService 10.0.154.83'), ('Remove Op_Host1', 'PrivilegeEscalate Enterprise2'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.154.154'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.154.154'), ('DecoyApache Op_Host2', 'PrivilegeEscalate Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0')], total reward: -224.79999999999993
